"","LGA","Dates","Capacity","Installations"
"9066","Gnowangerup (S)","2011-10-01",0,0
"9067","Gnowangerup (S)","2011-11-01",9.638,3
"9068","Gnowangerup (S)","2011-12-01",5.13,1
"9069","Gnowangerup (S)","2012-01-01",2.22,1
"9070","Gnowangerup (S)","2012-02-01",0,0
"9071","Gnowangerup (S)","2012-03-01",4.6,1
"9072","Gnowangerup (S)","2012-04-01",0,0
"9073","Gnowangerup (S)","2012-05-01",6.06,3
"9074","Gnowangerup (S)","2012-06-01",2.96,2
"9075","Gnowangerup (S)","2012-07-01",5.75,1
"9076","Gnowangerup (S)","2012-08-01",0,0
"9077","Gnowangerup (S)","2012-09-01",9.72,3
"9078","Gnowangerup (S)","2012-10-01",0,0
"9079","Gnowangerup (S)","2012-11-01",9.638,3
"9080","Gnowangerup (S)","2012-12-01",5.13,1
"9081","Gnowangerup (S)","2013-01-01",0,0
"9082","Gnowangerup (S)","2013-02-01",0,0
"9083","Gnowangerup (S)","2013-03-01",0,0
"9084","Gnowangerup (S)","2013-04-01",25,1
"9085","Gnowangerup (S)","2013-05-01",3,2
"9086","Gnowangerup (S)","2013-06-01",0,0
"9087","Gnowangerup (S)","2013-07-01",10.924,4
"9088","Gnowangerup (S)","2013-08-01",0,0
"9089","Gnowangerup (S)","2013-09-01",0,0
"9090","Gnowangerup (S)","2013-10-01",0,0
"9091","Gnowangerup (S)","2013-11-01",3.2,1
"9092","Gnowangerup (S)","2013-12-01",3.12,1
"9093","Gnowangerup (S)","2014-01-01",3.12,1
"9094","Gnowangerup (S)","2014-02-01",0,0
"9095","Gnowangerup (S)","2014-03-01",0,0
"9096","Gnowangerup (S)","2014-04-01",0,0
"9097","Gnowangerup (S)","2014-05-01",0,0
"9098","Gnowangerup (S)","2014-06-01",3.2,1
"9099","Gnowangerup (S)","2014-07-01",30.8,6
"9100","Gnowangerup (S)","2014-08-01",12.8,4
"9101","Gnowangerup (S)","2014-09-01",14.9,4
"9102","Gnowangerup (S)","2014-10-01",3.2,1
"9103","Gnowangerup (S)","2014-11-01",3.5,1
"9104","Gnowangerup (S)","2014-12-01",0,0
"9105","Gnowangerup (S)","2015-01-01",5,2
"9106","Gnowangerup (S)","2015-02-01",23,4
"9107","Gnowangerup (S)","2015-03-01",0,0
"9108","Gnowangerup (S)","2015-04-01",0,0
"9109","Gnowangerup (S)","2015-05-01",10,2
"9110","Gnowangerup (S)","2015-06-01",0,0
"9111","Gnowangerup (S)","2015-07-01",6.05,1
"9112","Gnowangerup (S)","2015-08-01",0,0
"9113","Gnowangerup (S)","2015-09-01",6,1
"9114","Gnowangerup (S)","2015-10-01",0,0
"9115","Gnowangerup (S)","2015-11-01",12.56,4
"9116","Gnowangerup (S)","2015-12-01",0,0
"9117","Gnowangerup (S)","2016-01-01",3.12,1
"9118","Gnowangerup (S)","2016-02-01",0,0
"9119","Gnowangerup (S)","2016-03-01",8,3
"9120","Gnowangerup (S)","2016-04-01",3.64,1
"9121","Gnowangerup (S)","2016-05-01",0,0
"9122","Gnowangerup (S)","2016-06-01",9.69,3
"9123","Gnowangerup (S)","2016-07-01",16.22,3
"9124","Gnowangerup (S)","2016-08-01",15,5
"9125","Gnowangerup (S)","2016-09-01",40.45,2
"9126","Gnowangerup (S)","2016-10-01",8.025,3
"9127","Gnowangerup (S)","2016-11-01",0,0
"9128","Gnowangerup (S)","2016-12-01",0,0
"9129","Gnowangerup (S)","2017-01-01",5,1
"9130","Gnowangerup (S)","2017-02-01",8.965,2
"9131","Gnowangerup (S)","2017-03-01",3.18,1
"9132","Gnowangerup (S)","2017-04-01",0,0
"9133","Gnowangerup (S)","2017-05-01",0,0
"9134","Gnowangerup (S)","2017-06-01",0,0
"9135","Gnowangerup (S)","2017-07-01",0,0
"9136","Gnowangerup (S)","2017-08-01",0,0
"9137","Gnowangerup (S)","2017-09-01",0,0
"9138","Gnowangerup (S)","2017-10-01",5.13,1
"9139","Gnowangerup (S)","2017-11-01",0,0
"9140","Gnowangerup (S)","2017-12-01",20.63,2
"9141","Gnowangerup (S)","2018-01-01",0,0
"9142","Gnowangerup (S)","2018-02-01",21.87,3
"9143","Gnowangerup (S)","2018-03-01",17.4,2
"9144","Gnowangerup (S)","2018-04-01",32.48,2
"9145","Gnowangerup (S)","2018-05-01",0,0
"9146","Gnowangerup (S)","2018-06-01",6.48,1
"9147","Gnowangerup (S)","2018-07-01",10.16,2
"9148","Gnowangerup (S)","2018-08-01",0,0
"9149","Gnowangerup (S)","2018-09-01",32.775,5
"9150","Gnowangerup (S)","2018-10-01",0,0
"9151","Gnowangerup (S)","2018-11-01",0,0
"9152","Gnowangerup (S)","2018-12-01",6.6,1
"9153","Gnowangerup (S)","2019-01-01",0,0
"9154","Gnowangerup (S)","2019-02-01",0,0
"9155","Gnowangerup (S)","2019-03-01",0,0
"9156","Gnowangerup (S)","2019-04-01",5.85,1
"9157","Gnowangerup (S)","2019-05-01",5.28,1
"9158","Gnowangerup (S)","2019-06-01",0,0
"9159","Gnowangerup (S)","2019-07-01",12.1,2
"9160","Gnowangerup (S)","2019-08-01",0,0
"9161","Gnowangerup (S)","2019-09-01",14.3,2
"9162","Gnowangerup (S)","2019-10-01",0,0
"9163","Gnowangerup (S)","2019-11-01",0,0
"9164","Gnowangerup (S)","2019-12-01",0,0
"9165","Goomalling (S)","2001-04-01",0,0
"9166","Goomalling (S)","2001-05-01",0,0
"9167","Goomalling (S)","2001-06-01",0,0
"9168","Goomalling (S)","2001-07-01",0,0
"9169","Goomalling (S)","2001-08-01",0,0
"9170","Goomalling (S)","2001-09-01",0,0
"9171","Goomalling (S)","2001-10-01",0,0
"9172","Goomalling (S)","2001-11-01",0,0
"9173","Goomalling (S)","2001-12-01",0,0
"9174","Goomalling (S)","2002-01-01",0,0
"9175","Goomalling (S)","2002-02-01",0,0
"9176","Goomalling (S)","2002-03-01",0,0
"9177","Goomalling (S)","2002-04-01",0,0
"9178","Goomalling (S)","2002-05-01",0,0
"9179","Goomalling (S)","2002-06-01",0,0
"9180","Goomalling (S)","2002-07-01",0,0
"9181","Goomalling (S)","2002-08-01",0,0
"9182","Goomalling (S)","2002-09-01",0,0
"9183","Goomalling (S)","2002-10-01",0,0
"9184","Goomalling (S)","2002-11-01",0,0
"9185","Goomalling (S)","2002-12-01",0,0
"9186","Goomalling (S)","2004-01-01",0,0
"9187","Goomalling (S)","2004-02-01",0,0
"9188","Goomalling (S)","2004-03-01",0,0
"9189","Goomalling (S)","2004-04-01",0,0
"9190","Goomalling (S)","2004-05-01",0,0
"9191","Goomalling (S)","2004-06-01",0,0
"9192","Goomalling (S)","2004-07-01",0,0
"9193","Goomalling (S)","2004-08-01",0,0
"9194","Goomalling (S)","2004-09-01",0,0
"9195","Goomalling (S)","2004-10-01",0,0
"9196","Goomalling (S)","2004-11-01",0,0
"9197","Goomalling (S)","2004-12-01",0,0
"9198","Goomalling (S)","2005-01-01",0,0
"9199","Goomalling (S)","2005-02-01",0,0
"9200","Goomalling (S)","2005-03-01",0,0
"9201","Goomalling (S)","2005-04-01",0,0
"9202","Goomalling (S)","2005-05-01",0,0
"9203","Goomalling (S)","2005-06-01",0,0
"9204","Goomalling (S)","2005-07-01",0,0
"9205","Goomalling (S)","2005-08-01",0,0
"9206","Goomalling (S)","2005-09-01",0,0
"9207","Goomalling (S)","2005-10-01",0,0
"9208","Goomalling (S)","2005-11-01",0,0
"9209","Goomalling (S)","2005-12-01",0,0
"9210","Goomalling (S)","2006-01-01",0,0
"9211","Goomalling (S)","2006-02-01",0,0
"9212","Goomalling (S)","2006-03-01",0,0
"9213","Goomalling (S)","2006-04-01",0,0
"9214","Goomalling (S)","2006-05-01",0,0
"9215","Goomalling (S)","2006-06-01",0,0
"9216","Goomalling (S)","2006-07-01",0,0
"9217","Goomalling (S)","2006-08-01",0,0
"9218","Goomalling (S)","2006-09-01",0,0
"9219","Goomalling (S)","2006-10-01",0,0
"9220","Goomalling (S)","2006-11-01",0,0
"9221","Goomalling (S)","2006-12-01",0,0
"9222","Goomalling (S)","2007-01-01",0,0
"9223","Goomalling (S)","2007-02-01",7.98,2
"9224","Goomalling (S)","2007-03-01",0,0
"9225","Goomalling (S)","2007-04-01",0,0
"9226","Goomalling (S)","2007-05-01",0,0
"9227","Goomalling (S)","2007-06-01",0,0
"9228","Goomalling (S)","2007-07-01",0,0
"9229","Goomalling (S)","2007-08-01",0,0
"9230","Goomalling (S)","2007-09-01",0,0
"9231","Goomalling (S)","2007-10-01",0,0
"9232","Goomalling (S)","2007-11-01",0,0
"9233","Goomalling (S)","2007-12-01",21.84,2
"9234","Goomalling (S)","2008-01-01",0,0
"9235","Goomalling (S)","2008-02-01",0,0
"9236","Goomalling (S)","2008-03-01",0,0
"9237","Goomalling (S)","2008-04-01",0,0
"9238","Goomalling (S)","2008-05-01",2.1,1
"9239","Goomalling (S)","2008-06-01",0,0
"9240","Goomalling (S)","2008-07-01",0,0
"9241","Goomalling (S)","2008-08-01",4.174,2
"9242","Goomalling (S)","2008-09-01",0,0
"9243","Goomalling (S)","2008-10-01",0,0
"9244","Goomalling (S)","2008-11-01",0,0
"9245","Goomalling (S)","2008-12-01",5.16,1
"9246","Goomalling (S)","2009-01-01",0,0
"9247","Goomalling (S)","2009-02-01",1.336,1
"9248","Goomalling (S)","2009-03-01",0,0
"9249","Goomalling (S)","2009-04-01",2.995,2
"9250","Goomalling (S)","2009-05-01",5.94,6
"9251","Goomalling (S)","2009-06-01",1.05,1
"9252","Goomalling (S)","2009-07-01",7.05,5
"9253","Goomalling (S)","2009-08-01",5.53,4
"9254","Goomalling (S)","2009-09-01",1.8,1
"9255","Goomalling (S)","2009-10-01",7.145,5
"9256","Goomalling (S)","2009-11-01",3.615,3
"9257","Goomalling (S)","2009-12-01",4.19,3
"9258","Goomalling (S)","2010-01-01",2.27,2
"9259","Goomalling (S)","2010-02-01",6.02,5
"9260","Goomalling (S)","2010-03-01",17.08,9
"9261","Goomalling (S)","2010-04-01",10.66,6
"9262","Goomalling (S)","2010-05-01",19.33,7
"9263","Goomalling (S)","2010-06-01",10.81,6
"9264","Goomalling (S)","2010-07-01",11.25,7
"9265","Goomalling (S)","2010-08-01",49.23,16
"9266","Goomalling (S)","2010-09-01",11.63,5
"9267","Goomalling (S)","2010-10-01",19.4,9
"9268","Goomalling (S)","2010-11-01",17.675,9
"9269","Goomalling (S)","2010-12-01",25.944,11
"9270","Goomalling (S)","2011-01-01",24.905,6
"9271","Goomalling (S)","2011-02-01",7.75,3
"9272","Goomalling (S)","2011-03-01",27.16,13
"9273","Goomalling (S)","2011-04-01",22.185,11
"9274","Goomalling (S)","2011-05-01",64.12,26
"9275","Goomalling (S)","2011-06-01",88.413,45
"9276","Goomalling (S)","2011-07-01",28.795,12
"9277","Goomalling (S)","2011-08-01",31.379,12
"9278","Goomalling (S)","2011-09-01",59.15,23
"9279","Goomalling (S)","2011-10-01",9.175,6
"9280","Goomalling (S)","2011-11-01",9.5,5
"9281","Goomalling (S)","2011-12-01",14.116,7
"9282","Goomalling (S)","2012-01-01",24.905,6
"9283","Goomalling (S)","2012-02-01",7.75,3
"9284","Goomalling (S)","2012-03-01",27.16,13
"9285","Goomalling (S)","2012-04-01",22.185,11
"9286","Goomalling (S)","2012-05-01",64.12,26
"9287","Goomalling (S)","2012-06-01",88.413,45
"9288","Goomalling (S)","2012-07-01",28.795,12
"9289","Goomalling (S)","2012-08-01",31.379,12
"9290","Goomalling (S)","2012-09-01",59.15,23
"9291","Goomalling (S)","2012-10-01",9.175,6
"9292","Goomalling (S)","2012-11-01",9.5,5
"9293","Goomalling (S)","2012-12-01",14.116,7
"9294","Goomalling (S)","2013-01-01",21.265,9
"9295","Goomalling (S)","2013-02-01",66.97,20
"9296","Goomalling (S)","2013-03-01",61.755,10
"9297","Goomalling (S)","2013-04-01",20.1,4
"9298","Goomalling (S)","2013-05-01",47.25,14
"9299","Goomalling (S)","2013-06-01",13.03,4
"9300","Goomalling (S)","2013-07-01",38.876,8
"9301","Goomalling (S)","2013-08-01",0,0
"9302","Goomalling (S)","2013-09-01",17.42,6
"9303","Goomalling (S)","2013-10-01",43.79,10
"9304","Goomalling (S)","2013-11-01",33.1,10
"9305","Goomalling (S)","2013-12-01",47.22,5
"9306","Goomalling (S)","2014-01-01",25.9,10
"9307","Goomalling (S)","2014-02-01",15.99,5
"9308","Goomalling (S)","2014-03-01",13,4
"9309","Goomalling (S)","2014-04-01",15.38,5
"9310","Goomalling (S)","2014-05-01",47.97,15
"9311","Goomalling (S)","2014-06-01",31.1,8
"9312","Goomalling (S)","2014-07-01",23.9,7
"9313","Goomalling (S)","2014-08-01",23,7
"9314","Goomalling (S)","2014-09-01",40.992,9
"9315","Goomalling (S)","2014-10-01",46.32,13
"9316","Goomalling (S)","2014-11-01",39.311,11
"9317","Goomalling (S)","2014-12-01",13.6,4
"9318","Goomalling (S)","2015-01-01",33.44,6
"9319","Goomalling (S)","2015-02-01",36.05,8
"9320","Goomalling (S)","2015-03-01",32.72,8
"9321","Goomalling (S)","2015-04-01",45.5,7
"9322","Goomalling (S)","2015-05-01",27.48,8
"9323","Goomalling (S)","2015-06-01",28.88,7
"9324","Goomalling (S)","2015-07-01",12,2
"9325","Goomalling (S)","2015-08-01",28.15,6
"9326","Goomalling (S)","2015-09-01",66,7
"9327","Goomalling (S)","2015-10-01",20.155,5
"9328","Goomalling (S)","2015-11-01",37.34,9
"9329","Goomalling (S)","2015-12-01",34.02,5
"9330","Goomalling (S)","2016-01-01",71.27,13
"9331","Goomalling (S)","2016-02-01",38.9,8
"9332","Goomalling (S)","2016-03-01",46.47,9
"9333","Goomalling (S)","2016-04-01",88.85,15
"9334","Goomalling (S)","2016-05-01",83.68,20
"9335","Goomalling (S)","2016-06-01",68.68,15
"9336","Goomalling (S)","2016-07-01",35.18,9
"9337","Goomalling (S)","2016-08-01",17.04,4
"9338","Goomalling (S)","2016-09-01",50.33,7
"9339","Goomalling (S)","2016-10-01",28.34,5
"9340","Goomalling (S)","2016-11-01",16.11,4
"9341","Goomalling (S)","2016-12-01",91.375,15
"9342","Goomalling (S)","2017-01-01",71.17,6
"9343","Goomalling (S)","2017-02-01",66.47,17
"9344","Goomalling (S)","2017-03-01",94.985,14
"9345","Goomalling (S)","2017-04-01",91.277,18
"9346","Goomalling (S)","2017-05-01",198.045,20
"9347","Goomalling (S)","2017-06-01",140.82,9
"9348","Goomalling (S)","2017-07-01",55.47,9
"9349","Goomalling (S)","2017-08-01",57.96,8
"9350","Goomalling (S)","2017-09-01",79.35,7
"9351","Goomalling (S)","2017-10-01",39.825,7
"9352","Goomalling (S)","2017-11-01",112.175,16
"9353","Goomalling (S)","2017-12-01",97.485,15
"9354","Goomalling (S)","2018-01-01",45.545,10
"9355","Goomalling (S)","2018-02-01",68.88,11
"9356","Goomalling (S)","2018-03-01",137.02,18
"9357","Goomalling (S)","2018-04-01",99.955,13
"9358","Goomalling (S)","2018-05-01",238.18,21
"9359","Goomalling (S)","2018-06-01",237.41,20
"9360","Goomalling (S)","2018-07-01",213.97,19
"9361","Goomalling (S)","2018-08-01",135.18,14
"9362","Goomalling (S)","2018-09-01",104.595,20
"9363","Goomalling (S)","2018-10-01",80.155,12
"9364","Goomalling (S)","2018-11-01",133.06,21
"9365","Goomalling (S)","2018-12-01",67.49,10
"9366","Goomalling (S)","2019-01-01",25.91,4
"9367","Goomalling (S)","2019-02-01",80.39,11
"9368","Goomalling (S)","2019-03-01",106.04,12
"9369","Goomalling (S)","2019-04-01",27.39,5
"9370","Goomalling (S)","2019-05-01",60.92,10
"9371","Goomalling (S)","2019-06-01",49.01,9
"9372","Goomalling (S)","2019-07-01",61.205,8
"9373","Goomalling (S)","2019-08-01",41.27,7
"9374","Goomalling (S)","2019-09-01",171.765,17
"9375","Goomalling (S)","2019-10-01",153.1,16
"9376","Goomalling (S)","2019-11-01",119.755,17
"9377","Goomalling (S)","2019-12-01",197.905,14
"9378","Gosnells (C)","2001-04-01",0,0
"9379","Gosnells (C)","2001-05-01",0,0
"9380","Gosnells (C)","2001-06-01",0,0
"9381","Gosnells (C)","2001-07-01",0,0
"9382","Gosnells (C)","2001-08-01",0,0
"9383","Gosnells (C)","2001-09-01",0,0
"9384","Gosnells (C)","2001-10-01",0,0
"9385","Gosnells (C)","2001-11-01",0,0
"9386","Gosnells (C)","2001-12-01",0,0
"9387","Gosnells (C)","2002-01-01",0,0
"9388","Gosnells (C)","2002-02-01",0,0
"9389","Gosnells (C)","2002-03-01",0,0
"9390","Gosnells (C)","2002-04-01",0,0
"9391","Gosnells (C)","2002-05-01",0,0
"9392","Gosnells (C)","2002-06-01",0,0
"9393","Gosnells (C)","2002-07-01",0,0
"9394","Gosnells (C)","2002-08-01",0,0
"9395","Gosnells (C)","2002-09-01",0,0
"9396","Gosnells (C)","2002-10-01",0,0
"9397","Gosnells (C)","2002-11-01",0,0
"9398","Gosnells (C)","2002-12-01",0,0
"9399","Gosnells (C)","2004-01-01",0,0
"9400","Gosnells (C)","2004-02-01",0,0
"9401","Gosnells (C)","2004-03-01",0,0
"9402","Gosnells (C)","2004-04-01",0,0
"9403","Gosnells (C)","2004-05-01",0,0
"9404","Gosnells (C)","2004-06-01",0,0
"9405","Gosnells (C)","2004-07-01",0,0
"9406","Gosnells (C)","2004-08-01",0,0
"9407","Gosnells (C)","2004-09-01",0,0
"9408","Gosnells (C)","2004-10-01",0,0
"9409","Gosnells (C)","2004-11-01",0,0
"9410","Gosnells (C)","2004-12-01",0,0
"9411","Gosnells (C)","2005-01-01",0,0
"9412","Gosnells (C)","2005-02-01",0,0
"9413","Gosnells (C)","2005-03-01",0,0
"9414","Gosnells (C)","2005-04-01",0,0
"9415","Gosnells (C)","2005-05-01",0,0
"9416","Gosnells (C)","2005-06-01",0,0
"9417","Gosnells (C)","2005-07-01",0,0
"9418","Gosnells (C)","2005-08-01",0,0
"9419","Gosnells (C)","2005-09-01",0,0
"9420","Gosnells (C)","2005-10-01",0,0
"9421","Gosnells (C)","2005-11-01",0,0
"9422","Gosnells (C)","2005-12-01",0.16,1
"9423","Gosnells (C)","2006-01-01",0,0
"9424","Gosnells (C)","2006-02-01",0,0
"9425","Gosnells (C)","2006-03-01",0,0
"9426","Gosnells (C)","2006-04-01",0,0
"9427","Gosnells (C)","2006-05-01",0,0
"9428","Gosnells (C)","2006-06-01",0,0
"9429","Gosnells (C)","2006-07-01",0,0
"9430","Gosnells (C)","2006-08-01",0,0
"9431","Gosnells (C)","2006-09-01",0,0
"9432","Gosnells (C)","2006-10-01",0,0
"9433","Gosnells (C)","2006-11-01",0,0
"9434","Gosnells (C)","2006-12-01",0,0
"9435","Gosnells (C)","2007-01-01",0,0
"9436","Gosnells (C)","2007-02-01",0,0
"9437","Gosnells (C)","2007-03-01",0,0
"9438","Gosnells (C)","2007-04-01",0,0
"9439","Gosnells (C)","2007-05-01",0,0
"9440","Gosnells (C)","2007-06-01",0,0
"9441","Gosnells (C)","2007-07-01",0,0
"9442","Gosnells (C)","2007-08-01",0,0
"9443","Gosnells (C)","2007-09-01",0,0
"9444","Gosnells (C)","2007-10-01",0,0
"9445","Gosnells (C)","2007-11-01",0,0
"9446","Gosnells (C)","2007-12-01",0,0
"9447","Gosnells (C)","2008-01-01",0,0
"9448","Gosnells (C)","2008-02-01",3.5,1
"9449","Gosnells (C)","2008-03-01",0,0
"9450","Gosnells (C)","2008-04-01",0.99,1
"9451","Gosnells (C)","2008-05-01",1.05,1
"9452","Gosnells (C)","2008-06-01",3.22,4
"9453","Gosnells (C)","2008-07-01",6.489,6
"9454","Gosnells (C)","2008-08-01",5.184,5
"9455","Gosnells (C)","2008-09-01",1.25,1
"9456","Gosnells (C)","2008-10-01",18.63,18
"9457","Gosnells (C)","2008-11-01",11.717,11
"9458","Gosnells (C)","2008-12-01",6.105,6
"9459","Gosnells (C)","2009-01-01",12.137,11
"9460","Gosnells (C)","2009-02-01",10.095,9
"9461","Gosnells (C)","2009-03-01",25.54,24
"9462","Gosnells (C)","2009-04-01",21.91,19
"9463","Gosnells (C)","2009-05-01",34.777,32
"9464","Gosnells (C)","2009-06-01",41.195,38
"9465","Gosnells (C)","2009-07-01",34.065,30
"9466","Gosnells (C)","2009-08-01",51.81,42
"9467","Gosnells (C)","2009-09-01",40.18,35
"9468","Gosnells (C)","2009-10-01",52.125,45
"9469","Gosnells (C)","2009-11-01",67.912,58
"9470","Gosnells (C)","2009-12-01",52.224,44
"9471","Gosnells (C)","2010-01-01",79.414,68
"9472","Gosnells (C)","2010-02-01",127.794,113
"9473","Gosnells (C)","2010-03-01",187.73,159
"9474","Gosnells (C)","2010-04-01",100.35,75
"9475","Gosnells (C)","2010-05-01",95.71,69
"9476","Gosnells (C)","2010-06-01",179.958,141
"9477","Gosnells (C)","2010-07-01",175.823,115
"9478","Gosnells (C)","2010-08-01",127.135,74
"9479","Gosnells (C)","2010-09-01",137.14,62
"9480","Gosnells (C)","2010-10-01",124.95,63
"9481","Gosnells (C)","2010-11-01",160.525,79
"9482","Gosnells (C)","2010-12-01",131.13,69
"9483","Gosnells (C)","2011-01-01",161.008,84
"9484","Gosnells (C)","2011-02-01",214.426,107
"9485","Gosnells (C)","2011-03-01",310.196,150
"9486","Gosnells (C)","2011-04-01",316.854,164
"9487","Gosnells (C)","2011-05-01",396.352,194
"9488","Gosnells (C)","2011-06-01",570.215,296
"9489","Gosnells (C)","2011-07-01",392.66,179
"9490","Gosnells (C)","2011-08-01",332.529,147
"9491","Gosnells (C)","2011-09-01",336.673,143
"9492","Gosnells (C)","2011-10-01",140.7,84
"9493","Gosnells (C)","2011-11-01",160.405,83
"9494","Gosnells (C)","2011-12-01",170.732,88
"9495","Gosnells (C)","2012-01-01",161.008,84
"9496","Gosnells (C)","2012-02-01",214.426,107
"9497","Gosnells (C)","2012-03-01",310.196,150
"9498","Gosnells (C)","2012-04-01",316.854,164
"9499","Gosnells (C)","2012-05-01",396.352,194
"9500","Gosnells (C)","2012-06-01",570.215,296
"9501","Gosnells (C)","2012-07-01",392.66,179
"9502","Gosnells (C)","2012-08-01",332.529,147
"9503","Gosnells (C)","2012-09-01",336.673,143
"9504","Gosnells (C)","2012-10-01",140.7,84
"9505","Gosnells (C)","2012-11-01",160.405,83
"9506","Gosnells (C)","2012-12-01",170.732,88
"9507","Gosnells (C)","2013-01-01",223.655,90
"9508","Gosnells (C)","2013-02-01",236.13,94
"9509","Gosnells (C)","2013-03-01",170.2,60
"9510","Gosnells (C)","2013-04-01",275.581,98
"9511","Gosnells (C)","2013-05-01",243.229,92
"9512","Gosnells (C)","2013-06-01",231.6,78
"9513","Gosnells (C)","2013-07-01",168.934,57
"9514","Gosnells (C)","2013-08-01",132.16,48
"9515","Gosnells (C)","2013-09-01",154.95,56
"9516","Gosnells (C)","2013-10-01",190.255,68
"9517","Gosnells (C)","2013-11-01",234.977,83
"9518","Gosnells (C)","2013-12-01",156.491,62
"9519","Gosnells (C)","2014-01-01",182.88,64
"9520","Gosnells (C)","2014-02-01",333.081,93
"9521","Gosnells (C)","2014-03-01",290.535,74
"9522","Gosnells (C)","2014-04-01",235.702,73
"9523","Gosnells (C)","2014-05-01",192.35,62
"9524","Gosnells (C)","2014-06-01",229.746,55
"9525","Gosnells (C)","2014-07-01",283.7,73
"9526","Gosnells (C)","2014-08-01",329.945,71
"9527","Gosnells (C)","2014-09-01",273.179,73
"9528","Gosnells (C)","2014-10-01",333.845,90
"9529","Gosnells (C)","2014-11-01",188.68,44
"9530","Gosnells (C)","2014-12-01",290.525,70
"9531","Gosnells (C)","2015-01-01",225.175,67
"9532","Gosnells (C)","2015-02-01",161.66,54
"9533","Gosnells (C)","2015-03-01",165.96,44
"9534","Gosnells (C)","2015-04-01",231.29,65
"9535","Gosnells (C)","2015-05-01",196.585,45
"9536","Gosnells (C)","2015-06-01",183.204,45
"9537","Gosnells (C)","2015-07-01",167.795,50
"9538","Gosnells (C)","2015-08-01",213.225,51
"9539","Gosnells (C)","2015-09-01",214.865,53
"9540","Gosnells (C)","2015-10-01",254.41,53
"9541","Gosnells (C)","2015-11-01",265.735,55
"9542","Gosnells (C)","2015-12-01",247.455,42
"9543","Gosnells (C)","2016-01-01",226.045,55
"9544","Gosnells (C)","2016-02-01",267.965,58
"9545","Gosnells (C)","2016-03-01",307.65,69
"9546","Gosnells (C)","2016-04-01",283.73,55
"9547","Gosnells (C)","2016-05-01",331.37,59
"9548","Gosnells (C)","2016-06-01",208.11,47
"9549","Gosnells (C)","2016-07-01",294.832,68
"9550","Gosnells (C)","2016-08-01",404.23,55
"9551","Gosnells (C)","2016-09-01",435.82,93
"9552","Gosnells (C)","2016-10-01",407.522,82
"9553","Gosnells (C)","2016-11-01",433.991,86
"9554","Gosnells (C)","2016-12-01",492.54,90
"9555","Gosnells (C)","2017-01-01",358.055,73
"9556","Gosnells (C)","2017-02-01",471.625,97
"9557","Gosnells (C)","2017-03-01",481.75,97
"9558","Gosnells (C)","2017-04-01",340.505,67
"9559","Gosnells (C)","2017-05-01",456.952,75
"9560","Gosnells (C)","2017-06-01",631.581,105
"9561","Gosnells (C)","2017-07-01",526.371,80
"9562","Gosnells (C)","2017-08-01",711.068,101
"9563","Gosnells (C)","2017-09-01",415.3,85
"9564","Gosnells (C)","2017-10-01",489.695,100
"9565","Gosnells (C)","2017-11-01",571.475,116
"9566","Gosnells (C)","2017-12-01",672.735,83
"9567","Gosnells (C)","2018-01-01",434.255,74
"9568","Gosnells (C)","2018-02-01",482.98,73
"9569","Gosnells (C)","2018-03-01",342.015,61
"9570","Gosnells (C)","2018-04-01",493.185,101
"9571","Gosnells (C)","2018-05-01",583.835,107
"9572","Gosnells (C)","2018-06-01",489.725,89
"9573","Gosnells (C)","2018-07-01",369.32,60
"9574","Gosnells (C)","2018-08-01",488.19,88
"9575","Gosnells (C)","2018-09-01",581.675,100
"9576","Gosnells (C)","2018-10-01",593.826,97
"9577","Gosnells (C)","2018-11-01",628.555,89
"9578","Gosnells (C)","2018-12-01",581.75,97
"9579","Gosnells (C)","2019-01-01",496.615,88
"9580","Gosnells (C)","2019-02-01",755.85,130
"9581","Gosnells (C)","2019-03-01",491.285,84
"9582","Gosnells (C)","2019-04-01",759.805,100
"9583","Gosnells (C)","2019-05-01",695.665,124
"9584","Gosnells (C)","2019-06-01",403.03,69
"9585","Gosnells (C)","2019-07-01",681.565,100
"9586","Gosnells (C)","2019-08-01",651.975,109
"9587","Gosnells (C)","2019-09-01",658.635,100
"9588","Gosnells (C)","2019-10-01",858.74,137
"9589","Gosnells (C)","2019-11-01",803.72,133
"9590","Gosnells (C)","2019-12-01",852.95,118
"9591","Harvey (S)","2001-04-01",0,0
"9592","Harvey (S)","2001-05-01",0,0
"9593","Harvey (S)","2001-06-01",0,0
"9594","Harvey (S)","2001-07-01",0,0
"9595","Harvey (S)","2001-08-01",0,0
"9596","Harvey (S)","2001-09-01",0,0
"9597","Harvey (S)","2001-10-01",0,0
"9598","Harvey (S)","2001-11-01",0,0
"9599","Harvey (S)","2001-12-01",0,0
"9600","Harvey (S)","2002-01-01",0,0
"9601","Harvey (S)","2002-02-01",0,0
"9602","Harvey (S)","2002-03-01",0,0
"9603","Harvey (S)","2002-04-01",0,0
"9604","Harvey (S)","2002-05-01",0,0
"9605","Harvey (S)","2002-06-01",0,0
"9606","Harvey (S)","2002-07-01",0,0
"9607","Harvey (S)","2002-08-01",0,0
"9608","Harvey (S)","2002-09-01",0,0
"9609","Harvey (S)","2002-10-01",0,0
"9610","Harvey (S)","2002-11-01",0,0
"9611","Harvey (S)","2002-12-01",0,0
"9612","Harvey (S)","2004-01-01",0,0
"9613","Harvey (S)","2004-02-01",0,0
